State,countyFIPS,County Name,population,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020
CA,6000,Grand Princess Cruise Ship,0,0,0,0,0,0,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
CA,6001,Alameda County,1671329,0,0,1,1,1,1,2,2,3,3,4,4,7,7,15,18,27,31,35,45,65,106,122,124,135,163,220,256,270,283,313,359,396,443,537,566,588,634,674,713,766,806,843,884,884,962,1007,1061,1114,1164,1191,1239,1280,1350,1401,1437,1468,1498,1533,1568,1603,1636,1705,1749,1776,1809,1863,1917,1961,2023,2064,2101,2133,2178,2234,2300,2351,2392,2457,2522,2560,2609,2708,2767,2847,2874,2986,3049,3097,3195,3289,3390,3470,3515,3548,3641,3725,3805,3874,3945,3985,4033,4119,4216,4270,4320,4373,4481,4533,4638,4702,4805,4805,5007,5140,5275,5382,5493,5608,5670,5762,5964,6156,6384,6472,6556,6855,6887,6887,7245,7407,7485,7725,7725,7976,8321,8478,8627,8858,9110,9237,9256,9383,9643,9869,10214,10330,10370,10438,10633,10773,11131,11131
CA,6003,Alpine County,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
CA,6005,Amador County,39752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,12,12,12,13,13,13,16,19,20,20,20,21,22,22,24,26,26,31,31,33,34,35,36,37,40,40,40,45,48,49,49,51,54,57,62,65,67,71,76,81,84,89,110,115,121
CA,6007,Butte County,219186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,4,5,5,5,5,8,8,9,10,11,11,11,12,13,13,13,14,14,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,18,18,18,18,18,18,20,20,20,22,22,22,22,24,26,30,31,34,34,34,34,40,40,40,44,44,44,51,51,55,60,65,65,65,68,71,73,73,74,74,74,82,88,90,90,94,94,94,111,119,127,133,143,143,143,168,175,189,206,206,206,206,268,275,295,319,338,338,338,376,416,437,487,522,522,522,640,658,683,722,758,758,758,820,866,883,907,941
CA,6009,Calaveras County,45905,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,5,5,5,8,8,8,8,9,9,11,11,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,15,15,15,15,15,15,15,15,15,16,19,19,19,19,21,21,25,26,26,26,26,26,26,26,28,28,28,28,29,29,29,32,32,32,32,32,32,42,42,42,42,42,42,42,42,67,67,67,67,75,75,75,87,87,87,87,94,94,94,94,95,96,99,108,108,108,125
CA,6011,Colusa County,21547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,14,16,17,17,17,35,50,59,70,70,70,70,83,86,98,103,113,113,113,129,135,140,147,173,173,173,223,234,242,250,263,263,263,273,292,304,312,323
CA,6013,Contra Costa County,1153526,0,0,0,1,1,3,3,9,9,10,10,10,25,29,29,34,39,41,42,46,51,61,71,86,108,131,151,168,175,187,222,250,276,307,353,386,417,442,462,484,511,530,539,552,600,615,631,648,685,693,707,749,763,770,786,805,817,820,842,862,891,907,934,945,947,969,985,999,1014,1036,1048,1048,1066,1080,1089,1100,1121,1146,1155,1192,1209,1234,1259,1296,1321,1336,1353,1375,1384,1404,1426,1450,1468,1506,1513,1547,1577,1633,1668,1706,1774,1798,1829,1877,1921,1959,1983,2026,2071,2111,2148,2240,2294,2369,2454,2523,2576,2676,2688,2802,2971,3132,3248,3326,3432,3564,3662,3878,4092,4241,4357,4460,4605,4661,4852,5023,5140,5233,5378,5538,5606,5731,5931,6202,6425,6627,6770,6933,7073,7304,7577,7577,7670
CA,6015,Del Norte County,27812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,8,12,14,15,20,23,23,23,37,40,43,44,44,45,45,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,48,48,48,48,48,48,48,49,49,49,49,50,50,50,51,51,51,55,58,58,58,58,58,58,60,60,60,61,61,61,62,62,66,66,66,68,79,84,87,87,87,88,88,88,88,88
CA,6017,El Dorado County,192843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,9,12,12,12,15,18,18,19,22,22,22,25,28,29,30,32,32,32,34,35,35,35,36,36,36,38,39,39,40,42,42,42,43,44,44,44,47,47,47,53,53,54,54,54,54,54,56,60,60,62,64,64,64,67,67,67,67,74,74,74,78,80,81,84,84,90,90,96,96,98,102,106,106,106,109,111,111,111,113,113,113,117,118,121,125,130,130,130,145,150,153,158,158,158,158,178,184,198,206,226,226,226,262,264,264,292,307,307,307,337,350,363,381,381,394,394,443,464,486,508,513,513,513,555,579,589,613,637
CA,6019,Fresno County,999101,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,3,6,6,6,13,18,19,27,31,43,43,53,68,82,94,100,103,108,124,146,156,173,191,201,201,222,222,265,295,311,315,315,351,371,384,419,443,458,458,498,521,538,564,615,633,633,672,724,777,813,841,885,885,945,984,1014,1074,1156,1192,1192,1263,1287,1338,1372,1417,1448,1482,1482,1535,1631,1658,1703,1743,1743,1882,1914,1944,2014,2080,2122,2122,2122,2286,2318,2395,2478,2547,2547,2706,2788,2900,3058,3187,3245,3245,3485,3672,3892,4053,4374,4474,4478,4811,5008,5289,5626,5851,6110,6110,6599,6924,6924,7627,7906,8282,8282,8282,8756,8941,9124,9565,9954,9954,10639,10970,11412,11756,12148,12564,12564,13209,13336,13933,14312,14439
CA,6021,Glenn County,28393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,7,9,9,9,9,12,12,12,12,12,12,12,12,13,13,14,14,16,16,17,17,17,17,18,18,18,19,21,23,24,24,24,24,32,34,38,42,42,42,42,42,66,74,87,87,87,87,103,112,112,1160,122,122,122,146,146,153,159,164,164,164,176,183,190,200,214,214,214,219,237,251,259,265,265,265,280,303,311,315,325
CA,6023,Humboldt County,135558,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,12,14,18,18,21,27,28,37,40,44,44,49,50,50,50,50,50,50,50,51,52,52,52,52,52,52,52,52,52,53,53,53,53,53,54,54,54,54,54,54,54,55,55,55,57,57,61,64,67,68,72,72,77,81,86,88,88,91,93,93,94,94,98,98,98,101,101,102,103,104,104,104,104,104,105,105,105,105,106,106,106,106,107,108,108,110,110,110,112,113,122,127,129,129,129,133,133,136,138,144,144,144,149,154,157,161,165,165,165,165,167,175,178,181,181,181,189,195,200,203,205,205,205,217,221,228,231,233
CA,6025,Imperial County,181215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,6,6,6,9,9,17,21,25,25,33,33,43,50,55,55,65,68,73,75,79,79,87,87,100,117,117,143,143,155,160,160,195,214,232,251,251,251,284,304,319,333,358,358,358,379,400,419,455,512,512,512,564,603,647,712,786,786,786,876,902,985,985,1145,1145,1145,1274,1352,1443,1545,1545,1634,1634,1751,1798,2025,2493,2568,2568,2568,3013,3133,3386,3405,3724,4157,4157,4298,4389,4478,4659,4744,4800,4800,4800,5270,5549,5744,5838,6041,6041,6187,6242,6523,6824,6979,7039,7039,7190,7343,7464,7654,7759,7827,7827,7977,8119,8145,8310,8397,8531,8531,8606,8606,8799,8919,8967,9067,9067,9162,9189,9241,9298,9366
CA,6027,Inyo County,18039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,8,8,8,9,10,10,10,11,11,11,11,11,12,12,12,12,12,17,17,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,22,22,22,22,22,23,23,24,24,24,24,24,24,24,27,27,27,27,27,27,27,31,31,31,31,31,31,31,34,34,34,34,34,34,34,37,37,37,37,37,37,37,40,40,40,40,40,40,40,40,46,47,50,51
CA,6029,Kern County,900202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,13,14,23,32,40,46,50,74,98,126,155,194,205,225,246,261,303,330,363,369,396,446,516,553,565,578,610,623,643,671,683,699,735,755,809,828,847,866,893,939,969,1005,1016,1045,1073,1073,1166,1228,1254,1286,1316,1343,1393,1428,1473,1515,1537,1571,1605,1644,1695,1757,1824,1871,1876,1941,2007,2076,2145,2250,2322,2376,2418,2462,2534,2650,2720,2794,2870,2942,3016,3130,3195,3281,3367,3452,3512,3590,3706,3793,3890,3965,4049,4108,4182,4300,4340,4340,4548,4655,4768,4939,5100,5130,5130,5369,5543,5759,5979,6195,6339,6502,6502,6759,6921,7074,7233,7728,8447,9234,10068,11188,12323,13360,14192,14561,15003,16896,17344,18411,19335
CA,6031,Kings County,152940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,5,5,5,5,5,5,5,7,7,9,10,10,12,13,13,18,20,28,28,32,32,32,35,35,42,57,71,79,80,80,146,158,172,172,211,233,244,265,275,287,319,325,348,358,372,372,399,412,416,416,457,506,506,647,688,698,702,714,723,746,1122,1137,1168,1168,1452,1452,1492,1492,1567,1637,1688,1724,1724,1759,1805,1831,1831,1940,1976,2057,2057,2104,2158,2186,2234,2284,2298,2318,2318,2394,2394,2417,2583,2600,2634,2634,2717,2755,2755,2823,2855,2898,2918,3024,3078,3108,3172,3172,3209,3280,3398,3465,3600,3696,3772,3813,3842,3842,3966,4106,4146,4380
CA,6033,Lake County,64386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,4,4,4,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,10,11,12,12,12,12,12,12,14,19,21,21,21,21,26,30,30,30,30,30,30,30,30,30,31,32,32,32,34,34,34,34,34,35,35,40,41,41,42,42,45,51,56,60,79,85,86,87,87,96,98,100,101,108,108,108,121,122,133,137,140,140,140,151,156,158,166,168,168,168,175,180,181,183,195
CA,6035,Lassen County,30573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,11,11,11,11,12,12,12,12,12,12,14,15,15,15,16,16,34,34,34,34,34,35,35,35,35,36,36,36,36,46,48,48,49,50,53,55,56,59,61,63,65
CA,6037,Los Angeles County,10039107,0,1,1,7,11,13,14,14,20,20,29,29,40,53,69,94,144,190,231,292,351,409,536,662,799,1216,1465,1804,2136,2474,3011,3518,4045,4566,5277,5940,6360,6910,7530,7955,8430,8873,9192,9420,10047,10496,10854,11391,12021,12341,13816,15140,16435,17508,18517,19107,19528,20417,20976,22485,23182,24215,24894,25662,26217,27815,28644,29427,30296,31197,31677,32258,33180,34428,35329,36259,37303,37974,38451,39573,40857,42037,43052,44055,44988,46018,47822,48700,49774,51562,53651,54996,55968,57118,58234,59650,61045,62338,63844,64644,65822,67064,68875,70476,72023,73018,73791,75084,77189,78227,79609,81636,83397,85942,88262,89490,91467,93232,95371,97894,100772,103529,105507,107667,107667,107667,107667,116570,120539,123004,124738,127358,130242,133549,136129,140307,143009,147468,150319,153041,155887,159045,161673,164870,166848,168757,172325,173995,176028,178642,183383,185872,188481
CA,6039,Madera County,157327,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,6,7,10,11,15,18,21,23,25,28,28,30,30,30,30,30,30,32,32,33,33,33,33,33,33,34,34,36,36,36,39,39,40,41,44,45,46,46,46,51,51,54,54,55,62,66,67,67,67,69,69,69,70,70,71,78,81,82,82,82,84,84,85,90,94,98,104,104,106,114,117,129,141,155,163,163,172,174,178,188,195,198,198,226,250,275,295,314,314,314,334,359,370,383,415,415,415,488,519,541,566,578,578,578,578,784,857,857,893,893,893,893,1003,1054,1136,1179,1179,1179,1451,1439,1530,1599,1630,1630,1630,1723,1841,1850,1886,1943
CA,6041,Marin County,258826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,15,15,25,38,38,38,47,53,60,65,68,74,93,98,107,108,118,131,137,141,143,148,149,153,153,153,164,170,171,171,187,187,189,195,199,200,200,209,212,223,224,224,226,235,235,239,239,240,241,243,247,255,257,257,261,261,271,275,279,287,299,317,329,336,343,343,369,388,403,417,420,430,436,436,466,483,501,506,525,530,530,571,589,620,620,635,648,676,697,714,725,772,796,837,837,871,913,946,984,1014,1068,1091,1133,1166,1195,1207,1259,2446,2656,2656,2656,2861,2881,2901,2965,3024,3024,3024,3120,3120,3120,3206,3206,3206,3206,3246,3253,3294,3327,3327,3327,3327,3327,3327,3327,4931,4987
CA,6043,Mariposa County,17203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,13,13,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,18,18,18,18,18,18,21,21,22,23,23,23,25,26,27,27,27,27,27,31,31,31,31,31,31,31,33,34,35,35,35,36,37,38,41,41,44,46,46,46,48,51,51,53,54
CA,6045,Mendocino County,86749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,14,14,14,15,15,21,21,21,21,23,25,30,30,30,30,30,30,33,33,33,33,33,36,36,36,36,38,38,38,45,47,47,54,54,54,54,62,72,72,74,76,76,76,76,78,85,85,85,85,85,92,92,98,107,113,113,132,136,155,165,177,177,194,199,207,217,227,234,249,257,265,265,274,293,299,312
CA,6047,Merced County,277680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,7,7,9,9,10,10,16,16,16,29,29,34,40,40,59,64,65,69,74,78,82,82,87,90,90,92,94,100,102,102,105,110,116,118,125,134,140,142,146,146,152,155,163,163,163,173,177,180,189,200,200,200,220,222,222,234,251,251,251,251,273,278,280,283,283,283,301,308,310,320,334,334,334,367,372,387,391,409,409,409,409,470,518,538,564,564,564,661,710,741,791,824,824,824,824,1064,1131,1208,1272,1272,1272,1530,1623,1702,1793,1884,1884,1884,2082,2183,2260,2313,2403,2403,2403,2694,2813,2994,3123,3245,3245,3245,3510,3763,3906,4065,4285
CA,6049,Modoc County,8841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,6051,Mono County,14444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,6,8,11,13,13,13,18,18,19,19,19,19,19,20,20,21,21,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,26,26,26,26,26,26,26,26,26,27,28,29,29,29,32,32,33,33,33,33,34,34,34,34,34,34,34,34,34,35,35,35,35,35,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,40,40,40,40,40,40,40,41,41,41,41,42,44,44,48,48,48,49,49,50,51,52,52,54,63,63,76,79,84,84,91,102,108,111,112,118,124,124,141,141
CA,6053,Monterey County,434061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,5,20,24,24,24,27,32,32,36,40,42,53,57,62,62,63,64,69,71,79,82,87,87,100,100,119,119,136,141,148,150,150,164,169,176,183,185,191,206,213,271,275,281,288,298,312,321,329,337,343,356,359,366,376,383,389,403,422,434,444,454,466,476,488,508,534,548,575,603,620,629,674,695,718,726,747,751,751,751,763,791,814,865,899,949,995,1015,1075,1121,1156,1156,1156,1291,1341,1397,1416,1429,1429,1548,1605,1642,1691,1748,1748,1748,2064,2151,2239,2270,2343,2419,2419,2419,2790,2835,2835,2983,3059,3059,3059,3353,3379,3545,3726,3865,3865,3865,4082,4140,4140,4457,4542
CA,6055,Napa County,137744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,14,15,18,18,20,20,20,22,23,25,28,32,34,34,34,38,38,39,44,47,47,48,54,57,57,58,60,60,64,66,67,67,68,70,70,74,75,78,78,78,79,79,79,81,81,83,83,90,90,92,92,94,95,96,101,101,101,109,109,111,111,112,112,113,113,124,126,129,141,141,153,157,161,163,168,183,183,190,199,202,206,216,224,224,239,245,251,258,270,270,270,310,317,333,344,376,376,376,436,448,453,466,477,477,477,518,530,561,578,583,583,583,632,661,685,711,737,737,737,766,806,860,865,888
CA,6057,Nevada County,99755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,4,4,4,4,4,17,18,21,26,26,30,31,31,32,34,34,34,34,34,34,34,34,34,34,36,36,36,36,36,36,36,37,37,37,39,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,42,48,49,49,50,50,50,50,50,50,52,52,52,52,55,57,67,71,75,75,75,82,91,91,101,108,108,108,108,116,117,123,129,129,129,129,151,155,159,163,163,163,180,183,185,197,204,204,204,228,231,242,251,255,255,255,273,285,288,293,299
CA,6059,Orange County,3175692,0,1,1,3,3,3,3,3,5,5,6,6,13,14,17,22,29,42,53,65,78,95,125,152,187,256,321,403,431,464,502,606,656,711,786,834,882,931,1016,1079,1138,1221,1277,1283,1299,1376,1425,1501,1556,1636,1676,1691,1753,1827,1845,1969,2074,2126,2151,2252,2393,2537,2636,2743,2819,2873,3004,3092,3240,3380,3502,3557,3602,3749,3968,4125,4222,4376,4434,4500,4742,4841,4941,5157,5336,5469,5578,5646,5744,5923,6100,6261,6474,6574,6678,6783,7064,7321,7440,7527,7614,7737,7987,8153,8269,8573,8759,8999,9197,9292,9576,9988,10422,10595,10737,11016,11511,11960,12462,12608,13064,13843,14413,15065,15778,16191,16854,17882,18892,20225,21517,22650,23901,24715,25255,26120,27031,27904,28309,29011,29426,29986,30976,31743,32648,33358,33953,34373,34646,34833,35272,35778,36196
CA,6061,Placer County,398329,0,1,1,2,2,5,5,5,7,7,7,7,7,8,8,8,8,9,9,9,12,12,20,26,30,30,41,44,53,57,67,78,90,97,101,103,106,115,117,120,123,124,124,127,128,129,130,130,131,132,132,133,133,136,139,139,141,143,145,145,147,150,159,159,162,162,163,165,165,168,169,170,170,170,172,174,174,175,175,176,176,176,184,184,184,185,188,194,196,199,214,215,217,228,240,259,265,275,284,294,304,314,327,344,358,372,390,411,432,460,476,490,502,519,534,556,579,593,611,627,643,684,724,754,786,828,877,911,938,970,993,1021,1055,1077,1114,1151,1167,1203,1235,1280,1363,1403,1442,1479,1531,1559,1605,1648,1685,1753,1790,1822,1876
CA,6063,Plumas County,18807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,9,10,7,7,7,7,7,7,10,11,11,11,11,11,13,14,14,23,23,23,24,24,27,28,28,28,28,29,29,31,32,33
CA,6065,Riverside County,2470546,0,0,0,0,0,0,0,1,6,8,8,8,8,8,14,15,16,16,22,28,30,45,47,59,107,107,185,195,233,291,371,429,493,638,665,799,946,1016,1179,1280,1350,1431,1619,1751,1961,2105,2264,2457,2602,2638,2847,2960,3084,3218,3315,3409,3563,3643,3735,3942,4031,4079,4164,4180,4354,4454,4672,4756,4817,4992,5039,5189,5248,5343,5440,5618,5618,5618,5952,6053,6184,6343,6464,6464,6464,7004,7139,7252,7341,7486,7611,7786,7982,8155,8303,8303,8777,9004,9188,9206,9590,9911,10240,10490,10726,11108,11285,11694,11951,12467,12778,12778,12778,13800,14431,14905,15142,15643,15643,16108,16634,17296,18041,18720,19450,19450,19450,20555,21101,21957,23334,24765,24765,24765,25748,26481,27371,28177,28695,28695,28695,29983,30890,31982,32813,33467,33467,33467,35187,35910,36159,36629,37011
CA,6067,Sacramento County,1552058,0,2,2,2,2,2,2,2,10,10,10,10,17,29,32,33,40,40,45,53,53,53,88,88,113,113,164,164,164,224,224,314,341,390,390,442,462,525,580,613,653,699,707,739,816,853,879,896,914,925,940,954,971,987,1019,1025,1037,1045,1053,1068,1077,1090,1107,1117,1127,1133,1142,1153,1160,1165,1167,1173,1181,1183,1194,1211,1222,1237,1245,1250,1255,1266,1272,1289,1293,1302,1310,1319,1349,1373,1400,1400,1429,1439,1463,1490,1519,1519,1519,1588,1624,1642,1670,1704,1716,1753,1794,1825,1892,1940,1976,1976,1976,2243,2374,2440,2512,2666,2666,2666,3004,3223,3397,3559,3559,3559,3559,4395,4566,4776,4932,5152,5339,5489,5714,5938,6174,6395,6511,6693,6935,7326,7686,7971,8247,8554,8636,8903,9018,9418,9514,9664,9820
CA,6069,San Benito County,62808,0,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,5,5,5,5,5,6,6,7,9,9,14,14,14,17,21,23,23,23,23,23,30,31,33,34,35,35,35,38,39,41,42,44,44,44,44,45,46,47,47,47,47,48,50,50,51,51,51,51,52,53,53,54,55,55,55,56,58,58,59,60,61,61,61,63,64,66,69,69,70,72,76,83,85,85,87,87,88,90,96,102,105,105,107,109,109,109,112,118,121,125,129,136,140,153,161,164,170,181,185,191,194,198,205,206,213,233,239,257,260,265,273,284,292,304,311,336,354,362,382,398,408,418,434,437,448,458,486,494,513,521,525,536,553,584,601,609,622
