State,countyFIPS,County Name,population,2/5/2020,2/19/2020,3/4/2020,3/18/2020,4/1/2020,4/15/2020,4/29/2020,5/13/2020,5/27/2020,6/10/2020,6/24/2020,7/8/2020,7/22/2020,8/5/2020,8/19/2020,9/2/2020,9/16/2020,9/30/2020,10/14/2020,10/28/2020
TX,48207,Haskell County,5658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,19.0,14.0,11.0,5.0,4.0,10.0,5.0,9.0
TX,48209,Hays County,230191,0.0,0.0,0.0,1.0,37.0,55.0,68.0,53.0,65.0,186.0,1536.0,1242.0,761.0,927.0,261.0,218.0,255.0,261.0,158.0,25.0
TX,48211,Hemphill County,3819,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,14.0,10.0,15.0,5.0,11.0,14.0,2.0,40.0,31.0
TX,48213,Henderson County,82737,0.0,0.0,0.0,0.0,1.0,10.0,13.0,23.0,9.0,15.0,33.0,111.0,229.0,165.0,117.0,104.0,75.0,79.0,125.0,186.0
TX,48215,Hidalgo County,868707,0.0,0.0,0.0,0.0,62.0,155.0,98.0,88.0,113.0,288.0,1326.0,3317.0,7679.0,5123.0,4577.0,4843.0,2052.0,2114.0,1779.0,1667.0
TX,48217,Hill County,36649,0.0,0.0,0.0,0.0,2.0,6.0,8.0,5.0,3.0,6.0,20.0,67.0,98.0,98.0,30.0,35.0,192.0,122.0,43.0,96.0
TX,48219,Hockley County,23021,0.0,0.0,0.0,0.0,7.0,8.0,4.0,3.0,5.0,0.0,6.0,63.0,47.0,48.0,39.0,42.0,38.0,50.0,74.0,231.0
TX,48221,Hood County,61643,0.0,0.0,0.0,0.0,6.0,9.0,3.0,4.0,4.0,5.0,14.0,109.0,118.0,218.0,174.0,125.0,80.0,100.0,76.0,149.0
TX,48223,Hopkins County,37084,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,13.0,18.0,12.0,27.0,59.0,46.0,40.0,27.0,42.0,72.0,106.0,202.0
TX,48225,Houston County,22968,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,19.0,107.0,10.0,17.0,50.0,83.0,16.0,18.0,18.0,15.0,14.0,39.0
TX,48227,Howard County,36664,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,11.0,15.0,28.0,44.0,58.0,64.0,54.0,161.0,382.0,175.0,204.0
TX,48229,Hudspeth County,4886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,3.0,2.0,2.0,4.0,14.0,3.0,6.0,7.0,15.0,39.0
TX,48231,Hunt County,98594,0.0,0.0,0.0,0.0,1.0,21.0,22.0,14.0,18.0,56.0,187.0,297.0,282.0,207.0,196.0,128.0,102.0,131.0,154.0,203.0
TX,48233,Hutchinson County,20938,0.0,0.0,0.0,0.0,0.0,3.0,10.0,12.0,5.0,14.0,10.0,16.0,26.0,24.0,13.0,15.0,28.0,48.0,47.0,56.0
TX,48235,Irion County,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0
TX,48237,Jack County,8935,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,5.0,11.0,24.0,55.0,25.0,2.0,11.0,4.0,9.0
TX,48239,Jackson County,14760,0.0,0.0,0.0,0.0,1.0,3.0,2.0,9.0,2.0,2.0,8.0,41.0,91.0,221.0,63.0,60.0,20.0,84.0,26.0,19.0
TX,48241,Jasper County,35529,0.0,0.0,0.0,0.0,0.0,6.0,6.0,7.0,9.0,4.0,9.0,28.0,26.0,207.0,68.0,36.0,40.0,34.0,25.0,10.0
TX,48243,Jeff Davis County,2274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,5.0,1.0,0.0,3.0,6.0
TX,48245,Jefferson County,251565,0.0,0.0,0.0,0.0,27.0,113.0,158.0,98.0,110.0,678.0,302.0,1608.0,1528.0,1099.0,639.0,299.0,369.0,483.0,360.0,461.0
TX,48247,Jim Hogg County,5200,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0,16.0,19.0,10.0,14.0,11.0,22.0,10.0,44.0,14.0
TX,48249,Jim Wells County,40482,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,6.0,35.0,180.0,219.0,209.0,221.0,178.0,341.0,87.0,39.0,96.0
TX,48251,Johnson County,175817,0.0,0.0,0.0,0.0,12.0,22.0,33.0,43.0,48.0,56.0,100.0,423.0,348.0,645.0,597.0,227.0,157.0,402.0,224.0,390.0
TX,48253,Jones County,20083,0.0,0.0,0.0,0.0,0.0,2.0,35.0,64.0,0.0,459.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,23.0
TX,48255,Karnes County,15601,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,11.0,45.0,111.0,220.0,302.0,53.0,6.0,186.0,4.0,13.0
TX,48257,Kaufman County,136154,0.0,0.0,0.0,0.0,4.0,29.0,50.0,50.0,66.0,109.0,182.0,384.0,443.0,690.0,600.0,220.0,154.0,203.0,128.0,259.0
TX,48259,Kendall County,47431,0.0,0.0,0.0,0.0,7.0,7.0,2.0,4.0,8.0,7.0,21.0,39.0,34.0,26.0,28.0,12.0,7.0,137.0,35.0,14.0
TX,48261,Kenedy County,404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0
TX,48263,Kent County,762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0
TX,48265,Kerr County,52600,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,8.0,3.0,30.0,65.0,164.0,105.0,35.0,19.0,4.0,150.0,58.0,54.0
TX,48267,Kimble County,4337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,1.0,3.0,0.0,0.0,0.0,4.0,6.0
TX,48269,King County,272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TX,48271,Kinney County,3667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,7.0,3.0,1.0,2.0,20.0,18.0,17.0
TX,48273,Kleberg County,30680,0.0,0.0,0.0,0.0,1.0,2.0,5.0,3.0,5.0,4.0,12.0,74.0,177.0,106.0,140.0,113.0,323.0,33.0,0.0,28.0
TX,48275,Knox County,3664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,36.0,9.0,5.0,0.0,28.0,15.0,3.0
TX,48277,Lamar County,49859,0.0,0.0,0.0,0.0,3.0,4.0,44.0,53.0,30.0,24.0,72.0,117.0,136.0,146.0,114.0,48.0,217.0,212.0,290.0,310.0
TX,48279,Lamb County,12893,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,8.0,1.0,15.0,39.0,75.0,67.0,42.0,35.0,24.0,23.0,65.0,136.0
TX,48281,Lampasas County,21428,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,1.0,10.0,11.0,24.0,32.0,46.0,23.0,62.0,44.0,31.0,13.0
TX,48283,La Salle County,7520,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,33.0,298.0,7.0,0.0,0.0,0.0,0.0,3.0,27.0
TX,48285,Lavaca County,20154,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,4.0,9.0,79.0,99.0,312.0,108.0,38.0,30.0,19.0,283.0,89.0,82.0
TX,48287,Lee County,17239,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,18.0,24.0,35.0,37.0,38.0,23.0,10.0,15.0,17.0,6.0,8.0
TX,48289,Leon County,17404,0.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,2.0,8.0,59.0,47.0,13.0,21.0,42.0,24.0,24.0,48.0,57.0
TX,48291,Liberty County,88219,0.0,0.0,0.0,0.0,3.0,20.0,18.0,31.0,8.0,30.0,97.0,238.0,237.0,187.0,314.0,652.0,366.0,30.0,32.0,32.0
TX,48293,Limestone County,23437,0.0,0.0,0.0,0.0,2.0,9.0,1.0,3.0,8.0,11.0,8.0,32.0,55.0,72.0,119.0,145.0,71.0,39.0,64.0,40.0
TX,48295,Lipscomb County,3233,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,2.0,1.0,4.0,6.0,3.0,7.0,0.0,24.0,13.0
TX,48297,Live Oak County,12207,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,4.0,0.0,6.0,47.0,44.0,116.0,18.0,109.0,19.0,6.0,0.0,9.0
TX,48299,Llano County,21795,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,17.0,45.0,17.0,9.0,6.0,14.0,17.0,24.0,24.0
TX,48301,Loving County,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,48303,Lubbock County,310569,0.0,0.0,0.0,0.0,100.0,267.0,140.0,98.0,69.0,85.0,788.0,1504.0,1605.0,1095.0,905.0,1098.0,2074.0,2124.0,2425.0,3638.0
TX,48305,Lynn County,5951,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,4.0,13.0,22.0,12.0,9.0,9.0,7.0,8.0,9.0,22.0,51.0
TX,48307,McCulloch County,7984,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,15.0,9.0,14.0,24.0,45.0,21.0,24.0,22.0,28.0
TX,48309,McLennan County,256623,0.0,0.0,0.0,0.0,44.0,30.0,13.0,9.0,16.0,26.0,283.0,1623.0,1531.0,1119.0,741.0,1019.0,777.0,891.0,1003.0,889.0
TX,48311,McMullen County,743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,6.0,5.0,3.0,0.0,1.0
TX,48313,Madison County,14284,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,9.0,9.0,49.0,133.0,437.0,40.0,8.0,20.0,8.0,15.0,23.0
TX,48315,Marion County,9854,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,2.0,5.0,14.0,74.0,17.0,8.0,6.0,5.0,3.0,12.0,10.0
TX,48317,Martin County,5771,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,13.0,14.0,13.0,20.0,5.0,3.0,1.0,7.0,8.0
TX,48319,Mason County,4274,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,3.0,1.0,1.0,2.0,3.0,7.0,18.0,10.0,3.0,1.0,3.0,2.0
TX,48321,Matagorda County,36643,0.0,0.0,0.0,1.0,24.0,25.0,10.0,2.0,3.0,8.0,58.0,155.0,227.0,179.0,153.0,76.0,85.0,35.0,40.0,24.0
TX,48323,Maverick County,58722,0.0,0.0,0.0,0.0,1.0,9.0,6.0,25.0,56.0,45.0,108.0,300.0,733.0,569.0,744.0,739.0,200.0,177.0,126.0,394.0
TX,48325,Medina County,51584,0.0,0.0,0.0,1.0,2.0,10.0,6.0,26.0,23.0,148.0,38.0,81.0,191.0,89.0,441.0,76.0,42.0,49.0,23.0,30.0
TX,48327,Menard County,2138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,1.0,2.0,1.0,6.0,0.0,12.0,34.0
TX,48329,Midland County,176832,0.0,0.0,0.0,0.0,16.0,19.0,40.0,37.0,13.0,52.0,277.0,522.0,273.0,1174.0,530.0,319.0,223.0,362.0,430.0,1007.0
TX,48331,Milam County,24823,0.0,0.0,0.0,0.0,2.0,6.0,6.0,6.0,8.0,9.0,31.0,52.0,137.0,70.0,64.0,49.0,31.0,30.0,19.0,28.0
TX,48333,Mills County,4873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,6.0,11.0,8.0,11.0,13.0,11.0,6.0
TX,48335,Mitchell County,8545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,15.0,16.0,24.0,13.0,2.0,9.0,10.0,30.0,71.0
TX,48337,Montague County,19818,0.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,8.0,7.0,13.0,24.0,28.0,45.0,27.0,27.0,20.0,76.0
TX,48339,Montgomery County,607391,0.0,0.0,0.0,3.0,107.0,221.0,231.0,180.0,171.0,209.0,615.0,917.0,2515.0,1228.0,930.0,1473.0,1382.0,591.0,1289.0,1082.0
TX,48341,Moore County,20940,0.0,0.0,0.0,0.0,1.0,51.0,243.0,213.0,10.0,346.0,17.0,28.0,52.0,74.0,61.0,27.0,17.0,43.0,59.0,96.0
TX,48343,Morris County,12388,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,13.0,5.0,10.0,11.0,20.0,30.0,37.0,23.0,16.0,15.0,9.0,30.0
TX,48345,Motley County,1200,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,6.0
TX,48347,Nacogdoches County,65204,0.0,0.0,0.0,0.0,4.0,60.0,77.0,83.0,37.0,54.0,38.0,126.0,314.0,274.0,159.0,144.0,114.0,142.0,85.0,92.0
TX,48349,Navarro County,50113,0.0,0.0,0.0,0.0,4.0,12.0,14.0,7.0,12.0,21.0,86.0,240.0,230.0,184.0,181.0,112.0,101.0,99.0,56.0,58.0
TX,48351,Newton County,13595,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,6.0,0.0,18.0,62.0,32.0,39.0,7.0,11.0,6.0,1.0
TX,48353,Nolan County,14714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,13.0,33.0,61.0,22.0,10.0,12.0,38.0,70.0,78.0,80.0
TX,48355,Nueces County,362294,0.0,0.0,0.0,0.0,34.0,49.0,16.0,75.0,92.0,37.0,510.0,3659.0,4633.0,1305.0,3550.0,1185.0,361.0,417.0,143.0,140.0
TX,48357,Ochiltree County,9836,0.0,0.0,0.0,0.0,0.0,0.0,19.0,20.0,4.0,9.0,1.0,7.0,3.0,26.0,11.0,10.0,12.0,18.0,71.0,94.0
TX,48359,Oldham County,2112,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,3.0,6.0,3.0
TX,48361,Orange County,83396,0.0,0.0,0.0,0.0,7.0,39.0,24.0,14.0,12.0,6.0,62.0,251.0,369.0,585.0,270.0,128.0,77.0,155.0,44.0,144.0
TX,48363,Palo Pinto County,29189,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,2.0,2.0,4.0,35.0,56.0,128.0,152.0,40.0,58.0,95.0,49.0,96.0
TX,48365,Panola County,23194,0.0,0.0,0.0,0.0,0.0,22.0,58.0,69.0,24.0,14.0,9.0,22.0,34.0,21.0,28.0,19.0,35.0,33.0,47.0,40.0
TX,48367,Parker County,142878,0.0,0.0,0.0,0.0,3.0,13.0,14.0,17.0,21.0,37.0,72.0,296.0,281.0,406.0,342.0,160.0,130.0,229.0,180.0,289.0
TX,48369,Parmer County,9605,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,31.0,45.0,69.0,62.0,48.0,46.0,43.0,23.0,17.0,37.0,68.0,63.0
TX,48371,Pecos County,15823,0.0,0.0,0.0,0.0,0.0,5.0,4.0,11.0,7.0,80.0,6.0,22.0,50.0,41.0,41.0,36.0,49.0,25.0,37.0,94.0
TX,48373,Polk County,51353,0.0,0.0,0.0,0.0,4.0,7.0,8.0,21.0,13.0,9.0,26.0,117.0,328.0,160.0,79.0,6.0,33.0,52.0,34.0,17.0
TX,48375,Potter County,117415,0.0,0.0,0.0,0.0,10.0,69.0,351.0,897.0,924.0,515.0,72.0,170.0,255.0,308.0,295.0,232.0,300.0,1540.0,884.0,1185.0
TX,48377,Presidio County,6704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,5.0,9.0,17.0,4.0,17.0,28.0,3.0,22.0,14.0
TX,48379,Rains County,12514,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,8.0,13.0,18.0,8.0,5.0,3.0,8.0,6.0,16.0
TX,48381,Randall County,137713,0.0,0.0,0.0,0.0,6.0,67.0,127.0,213.0,239.0,88.0,53.0,178.0,384.0,291.0,332.0,258.0,279.0,467.0,973.0,1263.0
TX,48383,Reagan County,3849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,36.0,10.0,7.0,18.0,0.0,1.0,2.0,6.0
TX,48385,Real County,3452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,9.0,73.0,5.0,14.0,0.0,3.0,0.0,17.0
TX,48387,Red River County,12023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,22.0,33.0,16.0,18.0,12.0,6.0,5.0,6.0,12.0,6.0,11.0,24.0
TX,48389,Reeves County,15976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,6.0,42.0,40.0,44.0,14.0,15.0,14.0,14.0,30.0,41.0
TX,48391,Refugio County,6948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,4.0,28.0,81.0,98.0,30.0,26.0,29.0,4.0,0.0,6.0
TX,48393,Roberts County,854,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0
TX,48395,Robertson County,17074,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,10.0,16.0,44.0,101.0,42.0,21.0,10.0,33.0,31.0,71.0,41.0
TX,48397,Rockwall County,104915,0.0,0.0,0.0,0.0,9.0,21.0,45.0,41.0,40.0,38.0,82.0,144.0,190.0,176.0,457.0,131.0,124.0,158.0,93.0,196.0
TX,48399,Runnels County,10264,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,12.0,30.0,69.0,50.0,42.0,34.0,36.0,8.0,16.0
TX,48401,Rusk County,54406,0.0,0.0,0.0,1.0,4.0,12.0,16.0,7.0,4.0,21.0,184.0,0.0,31.0,61.0,79.0,294.0,132.0,102.0,5.0,75.0
TX,48403,Sabine County,10542,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,10.0,6.0,7.0,8.0,15.0,18.0,4.0,4.0,4.0,5.0,13.0
TX,48405,San Augustine County,8237,0.0,0.0,0.0,0.0,1.0,8.0,7.0,6.0,9.0,18.0,50.0,15.0,28.0,15.0,24.0,11.0,5.0,7.0,4.0,13.0
TX,48407,San Jacinto County,28859,0.0,0.0,0.0,0.0,1.0,6.0,2.0,2.0,3.0,5.0,6.0,39.0,63.0,48.0,16.0,11.0,19.0,6.0,2.0,10.0
TX,48409,San Patricio County,66730,0.0,0.0,0.0,0.0,2.0,6.0,4.0,10.0,7.0,12.0,44.0,119.0,288.0,375.0,301.0,145.0,80.0,73.0,64.0,42.0
TX,48411,San Saba County,6055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,6.0,9.0,7.0,9.0,5.0,23.0,37.0,14.0
TX,48413,Schleicher County,2793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,12.0,2.0,1.0,2.0,13.0,2.0,0.0,2.0
TX,48415,Scurry County,16703,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,24.0,3.0,42.0,305.0,78.0,53.0,41.0,53.0,45.0,277.0,166.0
TX,48417,Shackelford County,3265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,10.0,2.0,3.0,3.0,0.0,5.0,2.0,9.0
TX,48419,Shelby County,25274,0.0,0.0,0.0,0.0,2.0,44.0,55.0,62.0,24.0,28.0,45.0,28.0,44.0,58.0,26.0,26.0,16.0,25.0,49.0,18.0
TX,48421,Sherman County,3022,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,1.0,6.0,2.0,0.0,5.0,4.0,7.0,8.0,4.0,8.0,2.0,9.0
TX,48423,Smith County,232751,0.0,0.0,0.0,5.0,32.0,66.0,36.0,46.0,14.0,39.0,154.0,706.0,862.0,456.0,481.0,442.0,199.0,281.0,278.0,444.0
TX,48425,Somervell County,9128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,15.0,19.0,26.0,40.0,14.0,15.0,12.0,5.0,8.0
TX,48427,Starr County,64633,0.0,0.0,0.0,0.0,4.0,3.0,2.0,5.0,12.0,35.0,294.0,488.0,632.0,550.0,444.0,313.0,496.0,154.0,45.0,85.0
TX,48429,Stephens County,9366,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,4.0,7.0,13.0,79.0,2.0,14.0,10.0,9.0,20.0
TX,48431,Sterling County,1291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,5.0,7.0
TX,48433,Stonewall County,1350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0
TX,48435,Sutton County,3776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,34.0,13.0,11.0,5.0,5.0,3.0,1.0,25.0
TX,48437,Swisher County,7397,0.0,0.0,0.0,0.0,1.0,3.0,5.0,4.0,4.0,1.0,6.0,21.0,24.0,10.0,6.0,9.0,3.0,10.0,19.0,23.0
TX,48439,Tarrant County,2102515,0.0,0.0,0.0,5.0,283.0,702.0,1098.0,1722.0,1229.0,1394.0,2953.0,6199.0,7080.0,7497.0,6528.0,2798.0,2720.0,4319.0,5149.0,6980.0
TX,48441,Taylor County,138034,0.0,0.0,0.0,0.0,14.0,60.0,132.0,7.0,17.0,18.0,65.0,260.0,374.0,159.0,72.0,144.0,84.0,102.0,148.0,441.0
TX,48443,Terrell County,776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
TX,48445,Terry County,12337,0.0,0.0,0.0,0.0,4.0,6.0,0.0,2.0,1.0,0.0,1.0,30.0,23.0,58.0,57.0,24.0,17.0,19.0,142.0,151.0
TX,48447,Throckmorton County,1501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,6.0,5.0
TX,48449,Titus County,32750,0.0,0.0,0.0,0.0,0.0,8.0,7.0,44.0,288.0,215.0,103.0,178.0,182.0,153.0,98.0,95.0,49.0,42.0,55.0,82.0
TX,48451,Tom Green County,119200,0.0,0.0,0.0,0.0,9.0,30.0,5.0,15.0,5.0,18.0,124.0,389.0,676.0,388.0,234.0,159.0,109.0,113.0,145.0,191.0
TX,48453,Travis County,1273954,0.0,0.0,0.0,21.0,223.0,733.0,562.0,696.0,749.0,992.0,2620.0,5812.0,5986.0,3428.0,2937.0,1764.0,1438.0,1460.0,977.0,1377.0
TX,48455,Trinity County,14651,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,2.0,4.0,9.0,22.0,59.0,46.0,14.0,12.0,10.0,8.0,2.0,7.0
TX,48457,Tyler County,21672,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,3.0,7.0,9.0,20.0,65.0,42.0,28.0,22.0,21.0,20.0,21.0
TX,48459,Upshur County,41753,0.0,0.0,0.0,0.0,2.0,7.0,4.0,4.0,2.0,16.0,11.0,32.0,64.0,58.0,83.0,46.0,37.0,27.0,49.0,56.0
TX,48461,Upton County,3657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,3.0,0.0,3.0,3.0,3.0,0.0,2.0
TX,48463,Uvalde County,26741,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,15.0,21.0,137.0,173.0,154.0,109.0,89.0,39.0,47.0,24.0,19.0
TX,48465,Val Verde County,49025,0.0,0.0,0.0,0.0,5.0,7.0,0.0,1.0,1.0,7.0,64.0,302.0,270.0,675.0,443.0,182.0,0.0,246.0,147.0,212.0
TX,48467,Van Zandt County,56590,0.0,0.0,0.0,0.0,2.0,8.0,4.0,8.0,8.0,11.0,18.0,91.0,119.0,93.0,107.0,52.0,34.0,38.0,42.0,61.0
TX,48469,Victoria County,92084,0.0,0.0,0.0,0.0,16.0,73.0,38.0,23.0,7.0,23.0,166.0,988.0,1244.0,753.0,301.0,164.0,164.0,109.0,99.0,99.0
TX,48471,Walker County,72971,0.0,0.0,0.0,0.0,5.0,33.0,174.0,151.0,353.0,1126.0,108.0,199.0,500.0,189.0,364.0,168.0,197.0,168.0,101.0,91.0
TX,48473,Waller County,55246,0.0,0.0,0.0,0.0,3.0,17.0,10.0,7.0,18.0,30.0,43.0,77.0,113.0,99.0,133.0,125.0,126.0,57.0,79.0,47.0
TX,48475,Ward County,11998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,20.0,38.0,17.0,16.0,9.0,10.0,15.0,13.0,17.0
TX,48477,Washington County,35882,0.0,0.0,0.0,0.0,17.0,24.0,99.0,35.0,21.0,17.0,28.0,92.0,93.0,72.0,50.0,25.0,43.0,25.0,26.0,35.0
TX,48479,Webb County,276652,0.0,0.0,0.0,1.0,44.0,178.0,126.0,95.0,77.0,113.0,369.0,1088.0,2185.0,2645.0,2936.0,1237.0,1639.0,1151.0,589.0,702.0
TX,48481,Wharton County,41556,0.0,0.0,0.0,0.0,7.0,24.0,5.0,6.0,14.0,30.0,58.0,107.0,195.0,198.0,405.0,152.0,77.0,94.0,36.0,25.0
TX,48483,Wheeler County,5056,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,1.0,3.0,9.0,4.0,7.0,3.0,1.0,5.0,3.0,32.0
TX,48485,Wichita County,132230,0.0,0.0,0.0,0.0,38.0,18.0,8.0,12.0,8.0,6.0,140.0,282.0,252.0,182.0,217.0,184.0,199.0,293.0,730.0,1183.0
TX,48487,Wilbarger County,12769,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0,7.0,11.0,29.0,32.0,18.0,25.0,78.0,40.0,112.0
TX,48489,Willacy County,21358,0.0,0.0,0.0,0.0,2.0,4.0,7.0,1.0,0.0,31.0,69.0,129.0,277.0,124.0,143.0,79.0,328.0,4.0,0.0,34.0
TX,48491,Williamson County,590551,0.0,0.0,0.0,0.0,50.0,74.0,163.0,110.0,187.0,161.0,753.0,1653.0,1830.0,949.0,1651.0,388.0,283.0,390.0,401.0,436.0
TX,48493,Wilson County,51070,0.0,0.0,0.0,0.0,5.0,7.0,19.0,5.0,2.0,8.0,34.0,66.0,233.0,51.0,77.0,34.0,30.0,331.0,70.0,31.0
